0,0,0,0,0,0,0,16,0,0,0,12,0,0,0,4
0,0,0,0,0,0,0,12,0,0,3,15,1,2,16,8
0,0,0,0,11,0,4,0,1,9,0,0,5,0,0,0
0,1,8,0,0,0,13,6,0,0,0,0,9,0,11,0
0,13,0,0,0,6,0,0,2,0,9,0,0,14,0,16
0,0,7,0,0,0,1,4,0,0,15,0,13,12,0,10
0,12,0,10,0,16,0,0,0,1,0,0,0,0,8,7
14,9,15,0,0,0,0,0,0,5,0,0,2,0,0,0
0,0,0,0,0,0,3,0,0,10,12,0,0,0,0,0
5,8,3,0,0,0,9,0,0,14,0,0,10,0,0,11
9,10,0,11,13,0,0,0,0,0,0,2,0,0,5,0
0,16,0,14,0,0,0,0,0,0,0,6,0,4,1,0
0,3,0,1,0,0,0,5,0,0,0,0,16,0,0,0
8,0,6,0,4,0,0,0,16,0,14,0,0,11,0,9
0,0,0,9,0,15,14,13,4,0,2,0,0,7,0,0
0,0,14,13,12,11,10,0,0,7,6,5,0,3,0,0
0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,5
0,0,0,0,0,0,0,13,0,0,4,16,2,3,1,9
0,0,0,0,12,0,5,0,2,10,0,0,6,0,0,0
0,2,9,0,0,0,14,7,0,0,0,0,10,0,12,0
0,14,0,0,0,7,0,0,3,0,10,0,0,15,0,1
0,0,8,0,0,0,2,5,0,0,16,0,14,13,0,11
0,13,0,11,0,1,0,0,0,2,0,0,0,0,9,8
15,10,16,0,0,0,0,0,0,6,0,0,3,0,0,0
0,0,0,0,0,0,4,0,0,11,13,0,0,0,0,0
6,9,4,0,0,0,10,0,0,15,0,0,11,0,0,12
10,11,0,12,14,0,0,0,0,0,0,3,0,0,6,0
0,1,0,15,0,0,0,0,0,0,0,7,0,5,2,0
0,4,0,2,0,0,0,6,0,0,0,0,1,0,0,0
9,0,7,0,5,0,0,0,1,0,15,0,0,12,0,10
0,0,0,10,0,16,15,14,5,0,3,0,0,8,0,0
0,0,15,14,13,12,11,0,0,8,7,6,0,4,0,0
